iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
3,30,full,bm25,mixed,20,78,50,28,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
4,40,full,bm25,mixed,20,97,60,37,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
5,50,full,bm25,mixed,20,117,70,47,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
6,60,full,bm25,mixed,20,137,80,57,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
7,70,full,bm25,mixed,20,157,90,67,0.9166666666666666,0.9163151097718467,0.9163151097718467,0.9237879316358563,0.9166666666666667
8,80,full,bm25,mixed,20,176,100,76,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
9,90,full,bm25,mixed,20,196,110,86,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
10,100,full,bm25,mixed,20,215,120,95,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
11,110,full,bm25,mixed,20,215,120,95,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
1,10,full,bm25,factual_anchored,20,39,30,9,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
2,20,full,bm25,factual_anchored,20,58,40,18,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
3,30,full,bm25,factual_anchored,20,78,50,28,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
4,40,full,bm25,factual_anchored,20,97,60,37,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
5,50,full,bm25,factual_anchored,20,117,70,47,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
6,60,full,bm25,factual_anchored,20,137,80,57,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
7,70,full,bm25,factual_anchored,20,157,90,67,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
8,80,full,bm25,factual_anchored,20,176,100,76,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
9,90,full,bm25,factual_anchored,20,196,110,86,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
10,100,full,bm25,factual_anchored,20,215,120,95,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
11,110,full,bm25,factual_anchored,20,215,120,95,0.9351851851851852,0.9351351351351351,0.935135135135135,0.936532507739938,0.9351851851851851
1,10,factuals_only,contriever,-,20,30,30,0,0.9351851851851852,0.9349117520447697,0.9349117520447697,0.9426229508196722,0.9351851851851851
