iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
2,20,factuals_only,bm25,-,20,40,40,0,0.6973684210526315,0.5575757575757576,0.6862307283359915,0.5654125154125154,0.6131628188353803
2,20,factuals_only,bm25,-,20,40,40,0,0.6973684210526315,0.5575757575757576,0.6862307283359915,0.5654125154125154,0.6131628188353803
3,30,factuals_only,bm25,-,20,50,50,0,0.7171052631578947,0.5705128205128205,0.7096109192664921,0.5727682227682228,0.5993453293752959
3,30,factuals_only,bm25,-,20,50,50,0,0.7171052631578947,0.5705128205128205,0.7096109192664921,0.5727682227682228,0.5993453293752959
4,40,factuals_only,bm25,-,20,60,60,0,0.7697368421052632,0.598795396512809,0.7495914965176355,0.6172985027078687,0.594839544731918
4,40,factuals_only,bm25,-,20,60,60,0,0.7697368421052632,0.598795396512809,0.7495914965176355,0.6172985027078687,0.594839544731918
5,50,factuals_only,bm25,-,20,70,70,0,0.7171052631578947,0.6516605386661883,0.7176747974770573,0.6630322116767329,0.6506631588326603
5,50,factuals_only,bm25,-,20,70,70,0,0.7171052631578947,0.6516605386661883,0.7176747974770573,0.6630322116767329,0.6506631588326603
6,60,factuals_only,bm25,-,20,70,70,0,0.7171052631578947,0.6516605386661883,0.7176747974770573,0.6630322116767329,0.6506631588326603
6,60,factuals_only,bm25,-,20,70,70,0,0.7171052631578947,0.6516605386661883,0.7176747974770573,0.6630322116767329,0.6506631588326603
1,10,full,bm25,mixed,20,33,30,3,0.6907894736842105,0.5558982624940072,0.6684923411477164,0.5496177410526688,0.6102852694419824
2,20,full,bm25,mixed,20,47,40,7,0.6842105263157895,0.5369588682159494,0.6677107429781474,0.5811765453274887,0.5694715269864048
3,30,full,bm25,mixed,20,61,50,11,0.7039473684210527,0.5593512286108183,0.6954783408525368,0.5502203157940863,0.57940788887482
4,40,full,bm25,mixed,20,72,60,12,0.756578947368421,0.5921977606469585,0.7377572821212,0.5933080808080808,0.5977091217753017
5,50,full,bm25,mixed,20,84,70,14,0.743421052631579,0.6800768049155146,0.7399466407955372,0.729073444772868,0.6613498595459512
6,60,full,bm25,mixed,20,84,70,14,0.743421052631579,0.6800768049155146,0.7399466407955372,0.729073444772868,0.6613498595459512
1,10,full,bm25,factual_anchored,20,33,30,3,0.6578947368421053,0.5260062253509894,0.6473873332875992,0.5348782051282052,0.5545702668861408
2,20,full,bm25,factual_anchored,20,47,40,7,0.6973684210526315,0.5628306059265812,0.6835187814738083,0.5662940130045394,0.6029600866641343
3,30,full,bm25,factual_anchored,20,61,50,11,0.6776315789473685,0.5389700495582849,0.667391896029667,0.5319334650856391,0.5760867016512143
4,40,full,bm25,factual_anchored,20,72,60,12,0.7697368421052632,0.6147125970955758,0.7565664604774347,0.6103720783984907,0.644156970882164
5,50,full,bm25,factual_anchored,20,84,70,14,0.7039473684210527,0.6088361781494207,0.7064340103857635,0.6178971882007935,0.6257862378480283
6,60,full,bm25,factual_anchored,20,84,70,14,0.7039473684210527,0.6088361781494207,0.7064340103857635,0.6178971882007935,0.6257862378480283
1,10,factuals_only,contriever,-,20,30,30,0,0.6710526315789473,0.5337973370326109,0.6628089027674001,0.522958152958153,0.5771081003765763
1,10,factuals_only,contriever,-,20,30,30,0,0.6710526315789473,0.5337973370326109,0.6628089027674001,0.522958152958153,0.5771081003765763
2,20,factuals_only,contriever,-,20,40,40,0,0.743421052631579,0.592124542124542,0.7347274436090224,0.5792828999211979,0.6270103218484597
