iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
6,60,factuals_only,contriever,-,20,90,90,0,0.555,0.4850024663524408,0.5605051076832112,0.4984785682154103,0.4881007986514057
7,70,factuals_only,contriever,-,20,100,100,0,0.495,0.43729376808194537,0.5006020408163265,0.47024893970127235,0.4328054615704908
7,70,factuals_only,contriever,-,20,100,100,0,0.505,0.4454885386332476,0.5081328178240805,0.4730443863281391,0.4450603635312751
8,80,factuals_only,contriever,-,20,110,110,0,0.505,0.4384847463547424,0.5091434306460476,0.4620091896407687,0.43813000518103845
8,80,factuals_only,contriever,-,20,110,110,0,0.51,0.4444015114824665,0.5145654529762352,0.4664488262441479,0.4453763819926327
9,90,factuals_only,contriever,-,20,120,120,0,0.515,0.44745982592697914,0.5183990004318472,0.4659081577628634,0.4530453416304608
9,90,factuals_only,contriever,-,20,120,120,0,0.51,0.4433713889596242,0.5133189882013413,0.45849305015971686,0.45017177841207007
10,100,factuals_only,contriever,-,20,130,130,0,0.525,0.45353419776756687,0.5300752576709029,0.4782603604972026,0.4510169440645379
10,100,factuals_only,contriever,-,20,130,130,0,0.53,0.4547148698398678,0.5335247781603958,0.47771164021164014,0.4538905072829287
11,110,factuals_only,contriever,-,20,130,130,0,0.52,0.44559768983105896,0.5245990671947124,0.4694884306726412,0.4437705672529437
11,110,factuals_only,contriever,-,20,130,130,0,0.52,0.4438475662405412,0.5240732319921727,0.46471897691777203,0.4437705672529437
1,10,full,contriever,mixed,20,47,40,7,0.525,0.4642348716910121,0.5321631920710868,0.4725009585154513,0.4704567845240155
2,20,full,contriever,mixed,20,63,50,13,0.54,0.4964257981358317,0.5426945978570086,0.4955259741483713,0.5068524716788819
3,30,full,contriever,mixed,20,82,60,22,0.51,0.4724140453629618,0.5175716446865828,0.4805331088664422,0.4851133412440993
4,40,full,contriever,mixed,20,98,70,28,0.53,0.48932240969067703,0.5372307754704737,0.5044916371209536,0.5004549351530272
5,50,full,contriever,mixed,20,115,80,35,0.525,0.48141046331104004,0.5318335101528207,0.4901429407951146,0.49544641000383716
6,60,full,contriever,mixed,20,132,90,42,0.515,0.43945308064279326,0.5190135177779476,0.46580687830687834,0.4365241904413495
7,70,full,contriever,mixed,20,149,100,49,0.51,0.4366392211524955,0.5185462089532886,0.4635910515967904,0.43322804439672474
8,80,full,contriever,mixed,20,166,110,56,0.525,0.4491330146817951,0.5294141427678013,0.4718563685636856,0.4492924522799291
9,90,full,contriever,mixed,20,179,120,59,0.52,0.4422334381208292,0.5227730798877254,0.4694221720308677,0.43939775365974026
10,100,full,contriever,mixed,20,198,130,68,0.54,0.4822557133039102,0.5439207976684216,0.49839606893260924,0.4838728705986253
11,110,full,contriever,mixed,20,198,130,68,0.54,0.46186277183415414,0.5424794329127081,0.48214632589632583,0.4625143271812584
1,10,full,contriever,factual_anchored,20,47,40,7,0.53,0.47156196684110213,0.5363445333669544,0.4806629092860977,0.4781257441618438
2,20,full,contriever,factual_anchored,20,63,50,13,0.535,0.49029894973331256,0.5387373427295408,0.4907808686309545,0.49960609486728774
3,30,full,contriever,factual_anchored,20,82,60,22,0.525,0.4873356836938818,0.5325548536602619,0.4918110504411874,0.5009835379540233
